CountryCode,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
804,Ukraine,49,adsf,adsf,adsf,adsf,45,adsf,adsf,adsf,adsf,35,adsf,adsf,adsf,adsf,25,adsf,adsf,adsf,adsf,32
784,United Arab Emirates,24,adsf,adsf,adsf,adsf,16,adsf,adsf,adsf,adsf,14,adsf,adsf,adsf,adsf,13,adsf,adsf,adsf,adsf,12
826,United Kingdom,10,adsf,adsf,adsf,adsf,10,adsf,adsf,adsf,adsf,12,adsf,adsf,adsf,adsf,13,adsf,adsf,adsf,adsf,12
834,United Republic of Tanzania,870,adsf,adsf,adsf,adsf,840,adsf,adsf,adsf,adsf,730,adsf,adsf,adsf,adsf,610,adsf,adsf,adsf,adsf,460
840,United States,12,adsf,adsf,adsf,adsf,12,adsf,adsf,adsf,adsf,14,adsf,adsf,adsf,adsf,18,adsf,adsf,adsf,adsf,21
858,Uruguay,39,adsf,adsf,adsf,adsf,35,adsf,adsf,adsf,adsf,35,adsf,adsf,adsf,adsf,31,adsf,adsf,adsf,adsf,29
860,Uzbekistan,59,adsf,adsf,adsf,adsf,36,adsf,adsf,adsf,adsf,33,adsf,adsf,adsf,adsf,32,adsf,adsf,adsf,adsf,28
548,Vanuatu,220,adsf,adsf,adsf,adsf,180,adsf,adsf,adsf,adsf,120,adsf,adsf,adsf,adsf,110,adsf,adsf,adsf,adsf,110
862,Venezuela,94,adsf,adsf,adsf,adsf,98,adsf,adsf,adsf,adsf,91,adsf,adsf,adsf,adsf,94,adsf,adsf,adsf,adsf,92
704,Viet Nam,240,adsf,adsf,adsf,adsf,160,adsf,adsf,adsf,adsf,100,adsf,adsf,adsf,adsf,74,adsf,adsf,adsf,adsf,59
887,Yemen,610,adsf,adsf,adsf,adsf,520,adsf,adsf,adsf,adsf,380,adsf,adsf,adsf,adsf,270,adsf,adsf,adsf,adsf,200
894,Zambia,470,adsf,adsf,adsf,adsf,530,adsf,adsf,adsf,adsf,540,adsf,adsf,adsf,adsf,500,adsf,adsf,adsf,adsf,440
716,Zimbabwe,450,adsf,adsf,adsf,adsf,540,adsf,adsf,adsf,adsf,640,adsf,adsf,adsf,adsf,690,adsf,adsf,adsf,adsf,570
